Product,Վարկի արժույթը,Վարկի նվազագույն գումար,Վարկի առավելագույն գումար,Տարեկան անվանական տոկոսադրույք
Amio\Amio_hipvotyeq_10_10_2024_d2c5fd78f4.txt,ՀՀ դրամ,1,1,
